Path Cost Cserna,Probability Cserna,CDF Cserna
4.40949,2.79006e-05,0.999018
4.41349,2.72108e-05,0.999045
4.41749,2.65361e-05,0.999072
4.42149,2.5876e-05,0.999098
4.42549,2.52304e-05,0.999123
4.42949,2.45989e-05,0.999148
4.43349,2.39814e-05,0.999172
4.43749,2.33775e-05,0.999195
4.44149,2.2787e-05,0.999218
4.44549,2.22097e-05,0.99924
4.44949,2.16453e-05,0.999262
4.45349,2.10935e-05,0.999283
4.45749,2.05541e-05,0.999303
4.46149,2.00269e-05,0.999323
4.46549,1.95116e-05,0.999343
4.46949,1.90081e-05,0.999362
4.47349,1.8516e-05,0.99938
4.47749,1.80352e-05,0.999398
4.48149,1.75655e-05,0.999416
4.48549,1.71065e-05,0.999433
4.48949,1.66582e-05,0.99945
4.49349,1.62203e-05,0.999466
4.49749,1.57926e-05,0.999482
4.50149,1.53748e-05,0.999497
4.50549,1.49669e-05,0.999512
4.50949,1.45685e-05,0.999527
4.51349,1.41796e-05,0.999541
4.51749,1.37999e-05,0.999554
4.52149,1.34291e-05,0.999568
4.52549,1.30673e-05,0.999581
4.52949,1.2714e-05,0.999594
4.53349,1.23693e-05,0.999606
4.53749,1.20328e-05,0.999618
4.54149,1.17045e-05,0.99963
4.54549,1.13841e-05,0.999641
4.54949,1.10716e-05,0.999652
4.55349,1.07666e-05,0.999663
4.55749,1.04691e-05,0.999674
4.56149,1.0179e-05,0.999684
4.56549,9.89594e-06,0.999694
4.56949,9.61992e-06,0.999703
4.57349,9.35074e-06,0.999713
4.57749,9.08825e-06,0.999722
4.58149,8.83232e-06,0.99973
4.58549,8.58281e-06,0.999739
4.58949,8.33956e-06,0.999747
4.59349,8.10244e-06,0.999755
4.59749,7.87133e-06,0.999763
4.60149,7.64608e-06,0.999771
4.60549,7.42657e-06,0.999778
4.60949,7.21266e-06,0.999786
4.61349,7.00423e-06,0.999793
4.61749,6.80117e-06,0.999799
4.62149,6.60334e-06,0.999806
4.62549,6.41064e-06,0.999812
4.62949,6.22293e-06,0.999819
4.63349,6.04012e-06,0.999825
4.63749,5.86209e-06,0.999831
4.64149,5.68872e-06,0.999836
4.64549,5.51991e-06,0.999842
4.64949,5.35556e-06,0.999847
4.65349,5.19556e-06,0.999852
4.65748,5.03981e-06,0.999857
4.66148,4.88821e-06,0.999862
4.66548,4.74067e-06,0.999867
4.66948,4.59708e-06,0.999872
4.67348,4.45735e-06,0.999876
4.67748,4.3214e-06,0.99988
4.68148,4.18913e-06,0.999885
4.68548,4.06046e-06,0.999889
4.68948,3.93529e-06,0.999893
4.69348,3.81355e-06,0.999896
4.69748,3.69515e-06,0.9999
4.70148,3.58001e-06,0.999904
4.70548,3.46804e-06,0.999907
4.70948,3.35919e-06,0.999911
4.71348,3.25335e-06,0.999914
4.71748,3.15047e-06,0.999917
4.72148,3.05047e-06,0.99992
4.72548,2.95328e-06,0.999923
4.72948,2.85883e-06,0.999926
4.73348,2.76705e-06,0.999929
4.73748,2.67787e-06,0.999931
4.74148,2.59122e-06,0.999934
4.74548,2.50705e-06,0.999936
4.74948,2.4253e-06,0.999939
4.75348,2.34589e-06,0.999941
4.75748,2.26877e-06,0.999943
4.76148,2.19388e-06,0.999946
4.76548,2.12117e-06,0.999948
4.76948,2.05057e-06,0.99995
4.77347,1.98204e-06,0.999952
4.77747,1.91552e-06,0.999954
4.78147,1.85096e-06,0.999955
4.78547,1.7883e-06,0.999957
4.78947,1.7275e-06,0.999959
4.79347,1.66851e-06,0.999961
4.79747,1.61127e-06,0.999962
4.80147,1.55575e-06,0.999964
4.80547,1.5019e-06,0.999965
4.80947,1.44967e-06,0.999967
4.81347,1.39902e-06,0.999968
4.81747,1.34991e-06,0.99997
4.82147,1.3023e-06,0.999971
4.82547,1.25614e-06,0.999972
4.82947,1.2114e-06,0.999973
4.83347,1.16804e-06,0.999974
4.83746,1.12601e-06,0.999976
4.84146,1.08529e-06,0.999977
4.84546,1.04584e-06,0.999978
4.84946,1.00762e-06,0.999979
4.85346,9.706e-07,0.99998
4.85746,9.34744e-07,0.999981
4.86146,9.00022e-07,0.999982
4.86546,8.664e-07,0.999982
4.86946,8.33849e-07,0.999983
4.87346,8.02338e-07,0.999984
4.87745,7.71838e-07,0.999985
4.88145,7.42321e-07,0.999986
4.88545,7.13757e-07,0.999986
4.88945,6.86121e-07,0.999987
4.89345,6.59385e-07,0.999988
4.89745,6.33523e-07,0.999988
4.90145,6.08511e-07,0.999989
4.90545,5.84324e-07,0.999989
4.90944,5.60938e-07,0.99999
4.91344,5.38329e-07,0.999991
4.91744,5.16475e-07,0.999991
4.92144,4.95354e-07,0.999992
4.92544,4.74944e-07,0.999992
4.92944,4.55224e-07,0.999992
4.93343,4.36174e-07,0.999993
4.93743,4.17773e-07,0.999993
4.94143,4.00003e-07,0.999994
4.94543,3.82844e-07,0.999994
4.94943,3.66278e-07,0.999994
4.95342,3.50288e-07,0.999995
4.95742,3.34855e-07,0.999995
4.96142,3.19963e-07,0.999995
4.96542,3.05595e-07,0.999996
4.96941,2.91736e-07,0.999996
4.97341,2.78369e-07,0.999996
4.97741,2.6548e-07,0.999997
4.9814,2.53053e-07,0.999997
4.9854,2.41075e-07,0.999997
4.9894,2.29531e-07,0.999997
4.99339,2.18408e-07,0.999998
4.99739,2.07693e-07,0.999998
5.00139,1.97372e-07,0.999998
5.00538,1.87433e-07,0.999998
5.00938,1.77865e-07,0.999998
5.01337,1.68655e-07,0.999999
5.01737,1.59791e-07,0.999999
5.02136,1.51264e-07,0.999999
5.02536,1.43061e-07,0.999999
5.02935,1.35172e-07,0.999999
5.03334,1.27588e-07,0.999999
5.03734,1.20298e-07,0.999999
5.04133,1.13293e-07,0.999999
5.04532,1.06562e-07,1
5.04931,1.00098e-07,1
5.0533,9.38913e-08,1
5.05729,8.79333e-08,1
5.06128,8.22156e-08,1
5.06527,7.67304e-08,1
